EXTRELNO,EXRELACTCD,EXTRELSTDT,EXRELDATEN
226231,CT,2018-01-29,NaT
226233,PS,2014-12-17,2014-12-31
226233,FP,2014-12-29,NaT
226236,FP,2014-12-29,NaT
226239,FP,2014-12-29,NaT
226241,PS,2014-12-18,2014-12-31
226241,FP,2014-12-29,NaT
226252,FP,2014-12-29,NaT
226260,MR,2014-12-30,NaT
226273,PS,2014-12-30,2015-01-06
226273,FP,2014-12-29,NaT
226273,CT,2018-01-29,NaT
226274,PS,2014-12-30,NaT
226275,PS,2014-12-30,2015-02-23
226275,FP,2015-02-26,NaT
226300,PS,2014-12-30,NaT
226303,PS,2014-12-30,NaT
226321,PS,2014-12-31,NaT
226322,PS,2014-12-31,2015-01-04
226322,FP,2014-12-29,2018-08-20
226326,PS,2014-12-31,2015-01-08
226326,FP,2014-12-29,NaT
226328,FP,2014-12-29,NaT
226329,FP,2014-12-29,NaT
226332,FP,2014-12-29,NaT
226335,FP,2014-12-29,NaT
226335,CT,2018-01-29,NaT
226344,FP,2014-12-29,NaT
226346,FP,2014-12-29,2016-06-12
226346,CT,2017-03-13,NaT
226347,FP,2014-12-29,2017-03-06
226347,CT,2015-01-19,2017-03-20
226347,FP,2016-09-27,NaT
226348,FP,2014-12-29,NaT
226348,CT,2015-12-02,NaT
226349,FP,2014-12-29,NaT
226351,FP,2014-12-29,NaT
226354,FP,2014-12-29,NaT
226356,PS,2014-12-31,2015-01-06
226356,FP,2014-12-29,NaT
226357,FP,2014-12-29,NaT
226361,FP,2014-12-29,NaT
226362,FP,2014-12-29,NaT
226364,FP,2014-12-29,NaT
226365,FP,2014-12-29,NaT
226372,FP,2014-12-29,2019-06-26
226373,FP,2014-12-29,NaT
226380,FP,2014-12-29,2019-07-31
226382,FP,2014-12-29,NaT
226388,FP,2014-12-29,NaT
226389,FP,2014-12-29,2015-06-02
226394,FP,2014-12-29,2015-03-25
226404,FP,2014-12-29,NaT
226407,PS,2014-12-31,2015-01-06
226407,FP,2014-12-29,NaT
226408,PS,2014-12-31,NaT
226409,CT,2014-12-31,NaT
226411,PS,2014-12-31,2014-12-31
226411,FP,2014-12-29,2015-03-02
226417,FP,2014-12-29,2017-12-20
226421,FP,2014-12-29,NaT
226429,PS,2014-12-31,2015-01-22
226429,FP,2015-01-29,NaT
226431,PS,2014-12-31,NaT
226434,PS,2014-12-31,2015-01-08
226434,FP,2014-12-29,NaT
226457,FP,2014-12-29,2016-05-08
226457,CT,2015-02-11,NaT
226460,FP,2014-12-29,2019-12-01
226463,FP,2014-12-29,2015-03-04
226465,FP,2014-12-29,NaT
226465,CT,2015-02-11,NaT
226466,FP,2014-12-29,2018-09-25
226467,FP,2014-12-29,NaT
226468,FP,2014-12-29,NaT
226468,CT,2018-03-29,NaT
226471,FP,2015-05-29,NaT
226474,FP,2014-12-29,NaT
226474,CT,2018-01-29,NaT
226476,FP,2014-12-29,NaT
226481,FP,2014-12-29,2019-01-16
226481,CT,2015-01-12,NaT
226482,FP,2014-12-29,NaT
226482,CT,2015-09-28,NaT
226488,FP,2014-12-29,NaT
226490,FP,2014-12-29,NaT
226493,FP,2014-12-29,NaT
226495,FP,2014-12-29,NaT
226503,PS,2015-01-01,2015-03-12
226503,FP,2015-03-29,2016-11-22
226506,FP,2014-12-29,NaT
226509,PS,2015-01-04,2015-01-12
226509,FP,2015-01-29,NaT
226509,CT,2016-12-11,NaT
226512,PS,2015-01-04,NaT
226521,MR,2015-01-04,NaT
226523,FP,2014-12-29,NaT
226523,CT,2016-09-05,NaT
226524,FP,2014-12-29,2018-10-04
226528,FP,2014-12-29,NaT
226535,FP,2014-12-29,NaT
226538,FP,2014-12-29,2019-11-24
226546,PS,2015-01-05,NaT
226555,MR,2015-01-05,NaT
226564,PS,2015-01-05,NaT
226583,PS,2015-01-06,NaT
226587,FP,2014-12-29,NaT
226589,FP,2014-12-29,NaT
226589,CT,2015-06-07,NaT
226592,FP,2014-12-29,NaT
226592,CT,2016-07-06,NaT
226593,FP,2014-12-29,NaT
226593,CT,2016-02-18,NaT
226600,FP,2014-12-29,2019-07-17
226600,CT,2015-05-03,NaT
226606,MR,2015-01-06,NaT
226607,MR,2015-01-06,NaT
226608,MR,2015-01-06,NaT
226614,MR,2015-01-06,NaT
226615,MR,2015-01-06,NaT
226616,MR,2015-01-06,NaT
226617,MR,2015-01-06,NaT
226619,CT,2015-01-07,NaT
226622,PS,2015-01-07,NaT
226636,MR,2015-01-07,NaT
226641,PS,2015-01-08,2015-01-27
226641,FP,2015-01-29,NaT
226645,PS,2015-01-08,NaT
226652,PS,2015-01-08,NaT
226653,PS,2015-01-08,NaT
226661,FP,2014-12-29,NaT
226662,FP,2014-12-29,NaT
226665,FP,2014-12-29,2017-06-18
226667,FP,2014-12-29,2016-11-10
226680,PS,2015-01-11,2015-02-22
226680,FP,2015-02-26,2017-12-05
226681,PS,2015-01-11,NaT
226685,PS,2015-01-12,NaT
226686,CT,2015-01-12,NaT
226701,FP,2015-01-29,NaT
226703,PS,2015-01-12,NaT
226704,FP,2015-01-29,2015-07-30
226707,FP,2014-12-29,NaT
226708,FP,2014-12-29,2018-07-22
226711,FP,2015-01-29,NaT
226713,FP,2015-01-29,NaT
226713,CT,2015-07-21,NaT
226716,MR,2015-01-13,NaT
226720,MR,2015-01-13,NaT
226725,MR,2015-01-13,NaT
226727,MR,2015-01-13,NaT
226732,FP,2015-01-29,NaT
226734,FP,2015-01-29,2015-12-07
226738,FP,2015-01-29,NaT
226738,CT,2015-09-22,NaT
226740,FP,2015-01-29,2018-02-21
226741,FP,2015-01-29,2017-03-01
226746,PS,2015-01-14,NaT
226751,FP,2015-01-29,NaT
226775,PS,2015-01-15,2015-01-28
226775,FP,2015-01-29,NaT
226775,CT,2016-05-04,NaT
226780,PS,2015-01-18,NaT
226782,PS,2015-01-18,2015-01-18
226782,FP,2015-01-29,NaT
226789,FP,2015-01-29,2015-07-30
226792,FP,2015-01-29,2015-04-06
226794,FP,2015-01-29,NaT
226802,CT,2015-01-19,NaT
226805,PS,2015-01-19,NaT
226811,PS,2015-01-20,2015-02-01
226811,FP,2015-01-29,NaT
226811,CT,2015-07-07,NaT
226813,FP,2015-01-29,2015-07-07
226814,FP,2015-01-29,NaT
226815,FP,2015-01-29,NaT
226819,MR,2015-01-20,NaT
226824,PS,2015-01-21,2015-02-02
226824,FP,2015-01-29,2017-11-01
226825,PS,2015-01-21,2015-01-27
226825,FP,2015-01-29,NaT
226827,PS,2015-01-21,2015-01-28
226827,FP,2015-01-29,NaT
226834,MR,2015-01-22,NaT
226834,FP,2015-01-29,NaT
226836,MR,2015-01-22,NaT
226840,PS,2015-01-22,2015-02-23
226840,FP,2015-02-26,NaT
226848,PS,2015-01-22,2018-02-14
226848,FP,2018-02-26,NaT
226850,FP,2015-01-29,NaT
226851,PS,2015-01-22,2015-01-28
226851,FP,2015-01-29,NaT
226856,PS,2015-01-22,2018-01-16
226856,FP,2018-01-29,NaT
226858,PS,2015-01-25,2015-02-03
226858,FP,2015-01-29,NaT
226861,PS,2015-01-25,NaT
226862,PS,2015-01-25,2015-02-01
226862,FP,2015-01-29,NaT
226864,MR,2015-01-25,NaT
226866,MR,2015-01-25,NaT
226866,FP,2015-04-28,2017-08-08
226867,PS,2015-01-25,2015-02-16
226867,FP,2015-02-26,NaT
226870,FP,2015-01-29,NaT
226870,CT,2018-03-29,NaT
226872,FP,2015-01-29,2016-11-22
226896,CT,2015-04-15,NaT
226899,MR,2015-01-27,NaT
226899,FP,2015-01-29,NaT
226906,PS,2015-01-28,NaT
226910,FP,2015-01-29,2015-02-26
226911,FP,2015-01-29,NaT
226912,PS,2015-01-28,NaT
226922,MR,2015-01-28,NaT
226923,MR,2015-01-28,NaT
226923,FP,2015-01-29,2016-12-12
226925,MR,2015-01-28,NaT
226927,FP,2015-01-29,NaT
226932,PS,2015-01-29,2015-01-29
226932,FP,2015-01-29,NaT
226938,PS,2015-01-29,NaT
226941,PS,2015-02-01,NaT
226953,FP,2015-01-29,NaT
226956,FP,2015-01-29,2019-01-30
226959,PS,2015-02-02,2015-02-11
226959,FP,2015-01-29,NaT
226959,CT,2015-07-13,NaT
226964,FP,2015-01-29,2019-03-04
226971,MR,2015-02-03,NaT
227004,PS,2015-02-04,NaT
227008,FP,2015-01-29,NaT
227008,CT,2016-04-11,NaT
227011,FP,2015-01-29,NaT
227017,PS,2015-02-05,NaT
227031,FP,2015-02-26,2019-12-15
227044,FP,2015-01-29,NaT
227051,MR,2015-02-09,NaT
227054,FP,2015-01-29,NaT
227054,CT,2018-01-29,NaT
227055,PS,2015-02-09,2015-02-09
227055,FP,2015-01-29,NaT
227057,FP,2015-01-29,2016-05-24
227062,CT,2015-02-22,NaT
227067,PS,2015-02-10,2015-02-18
227067,FP,2015-02-26,NaT
227067,CT,2015-12-10,NaT
227074,FP,2015-01-29,NaT
227081,MR,2015-02-11,NaT
227084,FP,2015-01-29,NaT
227095,PS,2015-02-15,2015-02-18
227095,FP,2015-02-26,NaT
227095,CT,2017-08-29,NaT
227096,PS,2015-02-15,NaT
227099,FP,2015-02-26,NaT
227102,PS,2015-02-15,NaT
227103,FP,2015-02-26,NaT
227112,PS,2015-02-16,2015-02-23
227112,FP,2015-02-26,2016-02-07
227113,FP,2015-02-26,NaT
227122,PS,2015-02-17,2015-02-22
227122,FP,2015-02-26,2015-12-07
227122,CT,2015-05-19,NaT
227126,PS,2015-02-17,2015-03-04
227126,FP,2015-02-26,2015-09-10
227130,FP,2015-02-26,NaT
227131,FP,2015-02-26,NaT
227132,FP,2015-02-26,NaT
227137,MR,2015-02-18,NaT
227139,PS,2015-02-18,NaT
227142,PS,2015-02-18,NaT
227144,CT,2015-02-19,NaT
227151,PS,2015-02-22,NaT
227157,FP,2015-02-26,NaT
227162,MR,2015-02-22,NaT
227181,MR,2015-02-25,NaT
227183,FP,2015-02-26,NaT
227184,FP,2015-02-26,NaT
227191,MR,2015-02-26,NaT
227192,MR,2015-02-26,NaT
227193,FP,2015-02-26,NaT
227199,PS,2015-03-02,NaT
227204,PS,2015-03-03,2015-10-13
227204,FP,2015-10-29,NaT
227206,CT,2015-03-04,NaT
227208,PS,2015-03-04,NaT
227211,MR,2015-03-04,NaT
227216,FP,2015-02-26,NaT
227218,PS,2015-03-04,NaT
227221,FP,2015-02-26,2019-12-18
227226,PS,2015-03-05,2015-03-12
227226,FP,2015-03-29,2015-12-07
227226,CT,2016-01-05,NaT
227233,PS,2015-03-08,2015-03-16
227233,FP,2015-03-29,NaT
227235,PS,2015-03-08,2015-03-16
227235,FP,2015-03-29,NaT
227238,PS,2015-03-10,NaT
227239,PS,2015-03-10,2015-03-18
227239,FP,2015-03-29,2015-08-05
227242,FP,2015-02-26,NaT
227246,FP,2015-02-26,2016-01-11
227246,FP,2015-07-29,NaT
227248,FP,2015-02-26,NaT
227253,PS,2015-03-11,2015-03-23
227253,FP,2015-03-29,NaT
227253,CT,2015-08-04,NaT
227259,MR,2015-03-11,NaT
227265,PS,2015-03-11,NaT
227270,CT,2015-03-12,NaT
227271,PS,2015-03-12,NaT
227273,MR,2015-03-12,NaT
227279,FP,2015-03-29,NaT
227284,PS,2015-03-15,2015-03-15
227284,FP,2015-03-29,NaT
227289,FP,2015-03-29,2017-02-02
227291,PS,2015-03-16,NaT
227304,PS,2015-03-22,2015-04-02
227304,FP,2015-03-29,NaT
227307,PS,2015-03-22,2015-03-26
227307,FP,2015-03-29,2015-12-01
227327,CT,2015-03-25,NaT
227346,PS,2015-03-31,NaT
227347,PS,2015-03-31,2015-04-06
227347,FP,2015-03-29,2020-01-09
227347,CT,2017-12-29,NaT
227348,PS,2015-03-31,NaT
227349,FP,2015-03-29,NaT
227351,FP,2015-03-29,NaT
227353,PS,2015-03-31,2015-09-23
227353,FP,2015-09-28,NaT
227355,PS,2015-04-01,2015-06-04
227355,FP,2015-05-29,NaT
227357,PS,2015-04-01,NaT
227360,PS,2015-04-01,2015-04-20
227360,FP,2015-04-28,2018-01-03
227360,CT,2015-07-23,NaT
227361,CT,2015-04-01,NaT
227369,MR,2015-04-02,NaT
227370,MR,2015-04-02,NaT
227374,FP,2015-03-29,NaT
227374,CT,2018-01-29,NaT
227375,FP,2015-03-29,2017-01-24
227375,FP,2016-05-28,NaT
227375,CT,2017-02-13,NaT
227376,FP,2015-03-29,NaT
227377,PS,2015-04-08,2015-04-20
227377,FP,2015-04-28,NaT
227392,PS,2015-04-05,2015-04-08
227392,FP,2015-03-29,NaT
227398,FP,2015-03-29,NaT
227403,FP,2015-03-29,2015-09-09
227409,PS,2015-04-06,2015-04-14
227409,FP,2015-04-28,NaT
227413,FP,2015-03-29,NaT
227414,FP,2015-03-29,NaT
227417,PS,2015-04-06,2015-05-21
227417,FP,2015-05-29,NaT
227428,PS,2015-04-08,2015-04-14
227428,FP,2015-04-28,NaT
227437,PS,2015-04-12,2015-04-20
227437,FP,2015-04-28,2018-05-17
227437,FP,2018-05-29,2019-01-06
227438,FP,2015-04-28,NaT
227444,PS,2015-04-13,2015-04-22
227444,FP,2015-04-28,NaT
227445,PS,2015-04-13,2015-04-20
227445,FP,2015-04-28,NaT
227446,PS,2015-04-13,NaT
227447,PS,2015-04-13,NaT
227451,FP,2015-04-28,NaT
227451,CT,2016-01-12,NaT
227453,FP,2015-04-28,2016-02-22
227472,PS,2015-04-16,NaT
227476,FP,2015-04-28,NaT
227476,CT,2018-02-26,NaT
227477,PS,2015-04-16,2015-05-27
227477,FP,2015-05-29,NaT
227484,FP,2015-04-28,NaT
227491,FP,2015-04-28,2015-07-26
227492,FP,2015-04-28,NaT
227498,FP,2015-04-28,NaT
227505,FP,2015-04-28,NaT
227509,FP,2015-04-28,2015-10-25
227511,PS,2015-04-23,2015-05-27
227511,FP,2015-05-29,NaT
227514,FP,2015-04-28,2017-10-10
227516,PS,2015-04-23,2016-07-11
227516,FP,2016-07-28,NaT
227520,PS,2015-04-26,NaT
227523,PS,2015-04-29,2015-04-29
227523,FP,2015-04-28,2017-08-08
227534,FP,2015-04-28,2019-08-19
227534,CT,2016-03-21,NaT
227536,PS,2015-04-29,NaT
227539,FP,2015-04-28,NaT
227543,FP,2015-04-28,NaT
227544,FP,2015-04-28,2019-06-23
227548,PS,2015-04-29,2015-05-28
227559,FP,2015-04-28,NaT
227559,CT,2016-04-13,NaT
227564,PS,2015-05-03,NaT
227581,FP,2015-04-28,NaT
227590,PS,2015-05-04,NaT
227593,PS,2015-05-04,2016-07-24
227593,FP,2016-07-28,NaT
227596,PS,2015-05-04,NaT
227600,FP,2015-04-28,NaT
227602,FP,2015-04-28,2016-11-08
227606,PS,2015-05-05,NaT
227611,PS,2015-05-05,NaT
227625,FP,2015-04-28,2017-07-31
227625,CT,2017-10-29,NaT
227627,FP,2015-04-28,NaT
227635,PS,2015-05-10,NaT
227638,FP,2015-04-28,NaT
227640,PS,2015-05-10,2017-04-10
227640,FP,2017-03-29,NaT
227648,PS,2015-05-10,NaT
227668,PS,2015-05-11,NaT
227669,PS,2015-05-11,NaT
227670,PS,2015-05-11,2015-05-19
227670,FP,2015-05-29,NaT
227673,PS,2015-05-11,2015-05-21
227673,FP,2015-05-29,NaT
227685,PS,2015-05-12,NaT
227700,PS,2015-05-12,NaT
227701,FP,2015-05-29,2015-05-13
227718,CT,2015-05-13,2015-05-18
227718,FP,2015-05-29,2019-08-29
227723,PS,2015-05-13,NaT
227725,PS,2015-05-14,2015-05-27
227738,PS,2015-05-18,2015-11-23
227738,FP,2015-11-28,NaT
227740,MR,2015-05-18,NaT
227746,FP,2015-05-29,NaT
227749,PS,2015-05-19,2015-07-07
227749,FP,2015-06-28,NaT
227752,PS,2015-05-19,2015-06-02
227752,FP,2015-05-29,NaT
227757,PS,2015-05-19,NaT
227767,FP,2015-05-29,NaT
227768,FP,2015-05-29,2018-03-26
227770,FP,2015-05-29,NaT
227770,CT,2016-05-04,NaT
227773,FP,2015-05-29,NaT
227776,FP,2015-05-29,NaT
227790,PS,2015-05-21,NaT
227805,FP,2015-05-29,NaT
227812,FP,2015-05-29,2016-11-16
227815,PS,2015-05-24,NaT
227819,PS,2015-05-25,2015-06-03
227819,FP,2015-05-29,NaT
227820,PS,2015-05-25,2015-06-04
227820,FP,2015-05-29,NaT
227821,PS,2015-05-25,NaT
227831,CT,2015-05-26,NaT
227835,CT,2015-05-27,NaT
227836,PS,2015-05-27,NaT
227844,PS,2015-05-27,NaT
227845,FP,2015-05-29,NaT
227850,PS,2015-05-27,NaT
227851,PS,2015-05-27,NaT
227852,FP,2015-05-29,NaT
227855,FP,2015-05-29,NaT
227856,FP,2015-05-29,2019-03-04
227856,CT,2017-06-20,NaT
227861,FP,2015-05-29,NaT
227864,FP,2015-05-29,NaT
227865,FP,2015-05-29,NaT
227865,CT,2016-02-29,NaT
227872,FP,2015-05-29,NaT
227885,FP,2015-05-29,2015-12-07
227886,FP,2015-05-29,NaT
227888,MR,2015-05-28,NaT
227892,PS,2015-05-31,2015-06-10
227892,FP,2015-05-29,2016-03-07
227895,PS,2015-05-31,2015-08-11
227895,FP,2015-07-29,NaT
227896,PS,2015-05-31,2015-06-10
227896,FP,2015-05-29,NaT
227901,FP,2015-05-29,2015-12-07
227921,PS,2015-06-01,NaT
227922,PS,2015-06-02,2015-06-24
227922,FP,2015-06-28,NaT
227925,PS,2015-06-02,NaT
227927,CT,2015-06-02,NaT
227932,FP,2015-05-29,NaT
227934,PS,2015-06-02,NaT
227938,PS,2015-06-02,2015-06-14
227938,FP,2015-06-28,2018-09-27
227938,FP,2018-08-29,2019-01-16
227942,PS,2015-06-03,2015-06-11
227942,FP,2015-05-29,2016-02-07
227955,PS,2015-06-04,NaT
227958,FP,2015-05-29,2015-11-22
227958,CT,2015-06-28,NaT
227961,FP,2015-05-29,NaT
227962,FP,2015-05-29,NaT
227967,PS,2015-06-07,2015-07-12
227967,FP,2015-07-29,NaT
227973,PS,2015-06-07,2017-01-17
227973,FP,2017-01-28,NaT
227975,PS,2015-06-07,NaT
227976,PS,2015-06-07,2015-07-06
227976,FP,2015-06-28,NaT
227980,PS,2015-06-07,2015-07-01
227980,FP,2015-06-28,2016-09-06
227989,PS,2015-06-07,NaT
227990,PS,2015-06-08,2015-06-16
227990,FP,2015-06-28,NaT
227992,PS,2015-06-08,NaT
227997,FP,2015-05-29,NaT
227998,FP,2015-05-29,NaT
227998,CT,2018-03-29,NaT
228001,FP,2015-05-29,NaT
228003,FP,2015-05-29,NaT
228019,PS,2015-06-09,NaT
228023,PS,2015-06-09,NaT
228034,PS,2015-06-10,NaT
228037,FP,2015-05-29,NaT
228045,PS,2015-06-11,2015-06-11
228045,FP,2015-05-29,2016-02-07
228048,PS,2015-06-11,2015-12-31
228048,FP,2015-12-29,NaT
228050,PS,2015-06-11,2015-07-08
228050,FP,2015-06-28,NaT
228058,FP,2015-05-29,2015-06-29
228067,PS,2015-06-14,2015-09-08
228067,FP,2015-08-29,NaT
228069,FP,2015-06-28,NaT
228071,PS,2015-06-14,NaT
228072,PS,2015-06-14,2015-06-14
228072,FP,2015-06-28,NaT
228076,FP,2015-06-28,NaT
228083,PS,2015-06-15,NaT
228084,MR,2015-06-15,NaT
228090,FP,2015-06-28,NaT
228090,CT,2015-12-17,NaT
228093,FP,2015-06-28,NaT
228100,FP,2015-06-28,2016-11-08
228100,FP,2017-03-29,NaT
228100,CT,2018-03-29,NaT
228101,FP,2015-06-28,NaT
228102,FP,2015-06-28,NaT
228104,CT,2015-06-16,NaT
228107,PS,2015-06-17,NaT
228118,PS,2015-06-17,2015-06-18
228118,FP,2015-06-28,2015-10-07
228124,PS,2015-06-18,2015-06-25
228124,FP,2015-06-28,NaT
228128,PS,2015-06-21,NaT
228129,PS,2015-06-21,NaT
228131,MR,2015-06-21,NaT
228136,PS,2015-06-22,2015-06-28
228136,FP,2015-06-28,NaT
228137,PS,2015-06-22,2015-06-29
228137,FP,2015-06-28,NaT
228149,FP,2015-06-28,NaT
228152,PS,2015-06-23,2015-08-20
228152,FP,2015-08-29,NaT
228157,PS,2015-06-23,2015-08-06
228157,FP,2015-07-29,2019-12-08
228158,MR,2015-06-23,NaT
228158,FP,2015-07-29,2016-02-04
228165,MR,2015-06-24,NaT
228170,FP,2015-06-28,NaT
228170,CT,2018-01-29,NaT
228173,CT,2015-06-25,NaT
228179,MR,2015-06-25,NaT
228181,MR,2015-06-25,NaT
228181,FP,2015-06-28,NaT
228184,PS,2015-06-28,2016-05-08
228184,FP,2016-04-27,NaT
228184,CT,2017-01-01,NaT
228187,FP,2015-06-28,NaT
228188,FP,2015-06-28,NaT
228189,FP,2015-06-28,NaT
228194,PS,2015-06-29,NaT
228196,FP,2015-06-28,2016-01-27
228201,PS,2015-06-30,2015-07-08
228201,FP,2015-06-28,NaT
228204,PS,2015-07-01,NaT
228207,PS,2015-07-02,NaT
228208,PS,2015-07-02,2015-07-12
228208,FP,2015-07-29,2016-01-11
228212,PS,2015-07-02,NaT
228217,PS,2015-07-05,NaT
228223,PS,2015-07-06,2015-07-16
228223,FP,2015-07-29,NaT
228239,PS,2015-07-09,2015-07-16
228239,FP,2015-07-29,2016-10-10
228239,MR,2015-10-04,NaT
228239,CT,2016-11-08,NaT
228240,PS,2015-07-12,NaT
228254,CT,2015-07-15,NaT
228256,PS,2015-07-15,NaT
228265,PS,2015-07-20,NaT
228267,PS,2015-07-21,NaT
228268,PS,2015-07-21,NaT
228269,FP,2015-07-29,NaT
228269,CT,2016-07-06,NaT
228275,FP,2015-07-29,NaT
228283,PS,2015-07-21,NaT
228286,PS,2015-07-21,2015-08-03
228286,FP,2015-07-29,NaT
228290,PS,2015-07-22,2015-07-26
228290,FP,2015-07-29,NaT
228292,FP,2015-07-29,NaT
228295,FP,2015-07-29,NaT
228304,PS,2015-07-23,NaT
228311,PS,2015-07-26,NaT
228318,PS,2015-07-28,2015-08-04
228318,FP,2015-07-29,2016-08-08
228331,PS,2015-07-30,2015-11-02
228331,FP,2015-10-29,NaT
228336,PS,2015-08-03,2015-08-19
228336,FP,2015-08-29,2015-11-09
228339,FP,2015-07-29,2016-04-26
228339,FP,2018-06-28,NaT
228340,PS,2015-08-03,2015-09-01
228340,FP,2015-08-29,NaT
228343,PS,2015-08-04,NaT
228349,FP,2015-07-29,2015-09-30
228351,PS,2015-08-04,NaT
228356,PS,2015-08-06,NaT
228360,CT,2015-08-09,NaT
228366,PS,2015-08-10,NaT
228369,FP,2015-07-29,2015-11-17
228370,PS,2015-08-11,2015-08-19
228370,FP,2015-08-29,NaT
228372,FP,2015-07-29,2017-03-21
228373,PS,2015-08-11,2015-08-24
228373,FP,2015-08-29,2019-10-23
228377,PS,2015-08-16,NaT
228379,PS,2015-08-16,NaT
228386,PS,2015-08-18,NaT
228389,FP,2015-08-29,NaT
228391,FP,2015-08-29,NaT
228392,PS,2015-08-18,NaT
228394,FP,2015-08-29,NaT
228403,MR,2015-08-19,NaT
228404,MR,2015-08-19,NaT
228406,FP,2015-08-29,NaT
228409,FP,2015-08-29,NaT
228410,FP,2015-08-29,NaT
228415,PS,2015-08-20,2015-08-30
228415,FP,2015-08-29,NaT
228416,AP,2015-08-20,NaT
228418,FP,2015-08-29,NaT
228425,FP,2015-08-29,NaT
228427,FP,2015-08-29,NaT
228447,PS,2015-08-30,NaT
228449,PS,2015-08-30,2015-09-14
228449,FP,2015-09-28,NaT
228452,FP,2015-08-29,NaT
228453,PS,2015-08-31,2015-09-07
228453,FP,2015-08-29,NaT
228453,CT,2016-12-19,NaT
228454,MR,2015-08-31,NaT
228454,FP,2015-09-28,NaT
228454,CT,2017-12-29,NaT
228457,PS,2015-09-01,2015-10-15
228457,FP,2015-10-29,NaT
228458,FP,2015-08-29,2019-06-09
228466,FP,2015-08-29,2017-03-21
228471,PS,2015-09-03,NaT
228473,PS,2015-09-06,NaT
228478,FP,2015-08-29,NaT
228482,PS,2015-09-07,2015-09-14
228482,FP,2015-09-28,NaT
228496,PS,2015-09-09,NaT
228502,PS,2015-09-09,NaT
228505,PS,2015-09-09,NaT
228508,PS,2015-09-09,NaT
228509,PS,2015-09-09,NaT
228510,PS,2015-09-09,NaT
228514,PS,2015-09-09,NaT
228523,MR,2015-09-13,NaT
228531,PS,2015-09-14,NaT
228533,FP,2015-09-28,NaT
228537,FP,2015-09-28,NaT
228540,FP,2015-09-28,NaT
228548,FP,2015-09-28,NaT
228549,PS,2015-09-17,2015-09-30
228549,FP,2015-09-28,NaT
228564,CT,2015-09-20,NaT
228565,CT,2015-09-20,NaT
228567,CT,2015-09-20,NaT
228579,FP,2015-09-28,NaT
228580,PS,2015-09-21,2015-09-29
228580,FP,2015-09-28,NaT
228581,FP,2015-09-28,NaT
228583,MR,2015-09-22,NaT
228585,CT,2015-09-22,NaT
228609,FP,2015-09-28,2015-11-10
228617,PS,2015-09-29,2015-10-25
228617,FP,2015-10-29,NaT
228617,CT,2018-01-29,NaT
228618,PS,2015-09-29,2016-05-12
228618,FP,2016-05-28,NaT
228619,PS,2015-09-29,2015-10-08
228619,FP,2015-09-28,NaT
228625,PS,2015-09-29,NaT
228636,FP,2015-09-28,2016-02-17
228645,PS,2015-10-04,NaT
228648,PS,2015-10-04,NaT
228650,PS,2015-10-04,2015-10-07
228650,FP,2015-09-28,2017-06-19
228653,FP,2015-09-28,2016-11-10
228658,FP,2015-09-28,NaT
228663,PS,2015-10-05,NaT
228664,PS,2015-10-05,NaT
228667,FP,2015-09-28,NaT
228671,CT,2015-10-06,NaT
228679,PS,2015-10-07,2016-03-31
228679,FP,2016-03-28,NaT
228687,PS,2015-10-08,2015-10-20
228687,FP,2015-10-29,NaT
228694,FP,2015-09-28,2016-06-09
228702,MR,2015-10-11,NaT
228703,FP,2018-03-29,NaT
228705,MR,2015-10-11,NaT
228708,MR,2015-10-11,NaT
228711,PS,2015-10-11,NaT
228715,FP,2015-09-28,2017-01-04
228717,FP,2015-09-28,NaT
228718,FP,2015-09-28,NaT
228728,PS,2015-10-13,NaT
228731,FP,2015-10-29,NaT
228735,PS,2015-10-13,NaT
228737,PS,2015-10-13,NaT
228745,PS,2015-10-14,NaT
228747,PS,2015-10-14,NaT
228750,PS,2018-06-18,2018-07-04
228750,FP,2018-06-28,2019-01-14
228761,FP,2015-10-29,NaT
228764,PS,2015-10-15,NaT
228773,FP,2015-10-29,NaT
228782,PS,2015-10-19,NaT
228792,PS,2015-10-20,NaT
228798,PS,2015-10-21,2017-02-01
228798,FP,2017-01-28,NaT
228799,PS,2015-10-21,2015-11-03
228799,FP,2015-10-29,2016-04-05
228804,FP,2015-10-29,NaT
228805,FP,2015-10-29,2016-01-11
228805,FP,2017-10-29,NaT
228805,CT,2018-01-29,NaT
228819,PS,2015-10-25,NaT
228822,PS,2015-10-25,2015-10-25
228822,FP,2015-10-29,NaT
228823,PS,2015-10-25,2015-11-11
228823,CT,2015-11-11,NaT
228842,PS,2015-10-26,NaT
228848,FP,2015-10-29,NaT
228849,FP,2015-10-29,NaT
228850,FP,2015-10-29,NaT
228851,FP,2015-10-29,2016-10-13
228851,CT,2017-04-27,NaT
228852,FP,2015-10-29,NaT
228860,PS,2015-10-27,NaT
228866,FP,2015-10-29,2016-11-10
228877,PS,2015-10-28,NaT
228879,FP,2015-10-29,2016-10-20
228880,FP,2015-10-29,2016-07-06
228882,FP,2015-10-29,NaT
228888,PS,2015-11-01,2015-12-09
228888,FP,2015-11-28,2019-05-26
228888,FP,2019-08-29,NaT
228895,PS,2015-11-01,NaT
228902,FP,2015-10-29,NaT
228907,FP,2015-10-29,NaT
228908,FP,2015-10-29,NaT
228909,FP,2015-10-29,NaT
228911,CT,2015-11-02,NaT
228913,PS,2015-11-02,NaT
228924,FP,2015-10-29,NaT
